word,vid_count,total_count
boiled,4,4
sticking,17,17
brew,19,33
fulminant,11,29
lsd,4,8
headaches—,4,4
proper,45,48
spleen,24,56
amp,8,9
coincidence,11,12
floats,20,21
bitcoin,8,28
fevers,17,19
clear—,7,7
medicate,4,4
discolor,4,4
expense,23,23
sludge,19,32
dmt,4,4
general,113,132
vomited,38,49
authoritatively,4,4
tree,37,78
they.,4,4
administered,32,32
spies,7,8
psilocybin,4,8
receptors,32,93
bacteremia,19,55
generic,13,16
rhabdo,18,18
injects,10,10
lactic,27,78
undiagnosed,4,4
micro,9,14
describe,44,60
officially,23,23
staining,4,4
crying,36,42
enhancing,9,9
anonymize,4,4
harmony,4,4
dish,10,12
magic,21,49
mushroom,8,20
red-room,4,4
transfer,27,31
unknown,21,21
suffer,51,59
binds,56,97
needle,17,23
rhabdomyolysis,19,74
whites,21,40
web-,4,4
splashed,4,4
metals,14,30
injected,24,24
baseline,18,27
hidden,19,20
clotting,35,77
receptor,17,38
ff,4,4
bone,50,146
toe,5,5
pay,52,100
tune,6,7
develop,92,144
behave,9,9
tear,9,9
favorite,80,85
anytime,18,22
thio-,3,3
attention,41,49
oriented,11,26
failure.,3,3
entirely,41,44
infections,33,71
childhood,24,24
children,74,154
soluble,53,59
macrocytosis,6,12
degeneration,12,12
deriving,12,17
delicious,35,45
dirty,38,45
rationale,21,21
shatter,3,3
spine,5,5
indicating,38,41
30s,11,11
stairwell,3,3
gastric,21,34
sulfur,23,46
thionein,3,3
supplementation,8,8
pricks,3,6
atrophy,21,21
immunity,12,19
sickest,3,3
stand,59,66
c,45,170
cocky,4,4
sensing,3,3
double,70,124
stammering,3,3
withdrew,3,3
sore,24,31
fallen,19,24
slip,17,21
metallothioneins,3,3
degenerate,10,10
places,73,96
gout,3,3
neurodegeneration,27,38
runny,13,13
metallo,3,3
men,43,84
vibrations,7,7
nitrous,3,3
loud,33,39
spastic,3,3
55,12,16
data,91,187
diminished,23,27
hoarding,4,4
functioning,58,82
suggested,38,39
familiar,34,38
fading,3,3
copper,16,237
joked,21,21
walking,34,38
thud,3,3
θείο,3,3
neurology,27,27
bind,54,72
exaggerated,3,3
redirecting,3,3
forced,40,54
zinc,21,93
adhesive,3,3
standing,18,19
injections,17,40
pouch,3,3
degenerated,3,3
warned,23,23
limits,29,31
missing,47,55
reroute,5,8
handful,17,18
pocket,13,14
filtering,27,27
imaging,24,25
central,82,124
menkes,3,3
scientific,34,47
impulses,16,22
particle,4,4
reliving,3,3
vowed,22,22
impossible,49,58
fixing,16,20
gc,3,99
involving,18,18
inactivated,15,15
processes,49,61
secretly,13,13
puddles,3,3
strongest,11,11
deteriorate,21,21
fall,52,68
inactivation,8,8
cried,9,12
grandma,22,41
numbness,15,15
preferred,16,22
wasnt,3,3
indicates,44,57
transport,36,48
questionnaire,3,3
metallothionein,3,9
asleep,21,27
foot,30,37
antifreeze,11,16
stairs,15,18
pin,15,20
denture,3,15
mercury,8,171
receives,30,30
losing,71,90
far,147,192
paste,8,20
balloons,13,20
genetic,70,139
lamp—,3,3
brand,40,46
variable,4,4
neurologic,45,86
trust,37,42
kaycee,3,12
feces,13,18
blurts,3,3
deplete,7,7
spinach,4,4
weaker,13,14
fully,42,52
minerals,4,8
boosting,3,3
destroy,32,33
crystal,24,36
quality,62,76
colder,8,10
denoting,22,22
nucleus,18,45
nights,21,40
crawling,26,45
bugs,18,32
cognitive-behavioral,3,6
tape,12,22
nobody,82,143
awake,19,41
parasite,22,114
loosest,3,3
osis,19,19
disrupted,28,28
exam,56,67
jiggle,3,3
hang,23,25
impaired,43,54
tapeworm,3,15
meals,33,66
flapping,3,6
creatures,19,25
creep,19,19
fish,62,231
regularly,18,20
view,26,33
fecal,10,13
backbones,8,8
exercised,5,5
recover,27,28
consuming,26,26
defenses,5,5
calorie,6,11
curled,8,8
34,18,18
carbs,27,73
corner,19,37
kickstart,3,3
11pm,3,3
taxia,8,8
maturing,5,5
pants,24,30
unique,43,52
fatty,32,58
slender,4,4
uneventful,4,4
abnormally,19,19
matured,3,3
diphyllobothrium,3,3
restriction,6,6
followed,43,55
loose,22,40
purines,3,3
following,76,105
jonathan,8,19
lay,56,56
macro,9,9
bent,4,4
nutritional,23,33
measuring,6,6
segments,4,4
objectionable,3,3
insects,9,15
micrometers,3,3
delusional,8,18
latum,3,3
mumbling,3,3
identify,27,27
depravation,3,3
contributed,5,6
birds,21,30
ataxia,8,11
note,55,69
incontinence,3,6
carry,37,38
affinity,41,48
nutrient,9,17
myelin,23,51
reproduce,33,47
chance,117,195
9,68,130
restrictive,3,3
recognizes,10,10
adenine,9,10
awareness,15,15
dreaded,4,4
pregnant,19,23
hallucinating,3,6
infect,25,30
soy,12,108
indirect,6,6
sleepless,3,6
transmit,15,16
60,92,145
deficits,31,40
subacute,4,4
immature,4,4
indents,3,3
field,48,80
expected,31,44
host,51,78
deficit,6,6
rodents,8,16
wet,12,15
paralyzing,15,20
malformed,3,3
aggressive,20,21
psychotic,3,6
anemia,20,107
slips,5,5
contaminated,24,36
anxiety,11,30
toss,13,15
sensory,13,22
forming,67,85
mask,11,19
sheath,23,43
wasting,30,30
guanine,5,5
worm,10,25
percent,58,96
teas,3,3
extract,12,13
develops,28,28
husband,35,139
reproducing,24,42
malnourishment,3,3
nervous,78,112
joins,5,5
anti-parasitic,3,3
parasites,22,34
urgent,9,12
styrofoam,9,30
overfunctional,5,5
this.,5,5
functional,58,82
conduction,16,16
tinge,5,5
activate,18,24
tall,28,44
misusing,5,10
slows,38,50
views,22,31
cleaved,10,10
norcordeine,5,5
knot,10,10
loperamide,6,78
pot,21,55
tiktok,19,59
restart,15,17
cpr,19,33
slurred,24,34
deliver,39,47
1am,10,10
stem,39,51
echo,12,20
smashing,20,20
inactivates,16,22
interplays,5,5
reliever,6,6
cutesy,5,5
limp,13,17
sickness,21,29
occupied,15,17
ruin,22,24
lives,80,103
poppy,6,11
learn,121,211
promethazine,5,20
speech,53,96
bw,5,175
users,19,21
fighting,37,43
rehab,6,21
manifesting,20,25
pumps,8,8
convert,16,17
enjoyment,8,8
chronic,55,129
withdrawal,24,82
resuscitate,29,39
10x,6,6
tolerance,24,36
bile,32,51
opium,5,10
code,84,149
harden,5,5
referral,5,5
outpatient,11,11
branches,8,8
lack,51,66
evil,22,26
diarrhea,27,41
died,89,137
darkening,15,15
arabic,6,17
party,34,89
slowed,12,12
inactive,12,22
ruined,12,12
meme,24,29
collected,44,49
converted,35,37
clouded,5,5
detox,10,10
haloperidol,5,5
voice,24,30
handle,65,79
medication,41,48
euphoria,12,17
greater,45,59
potency,5,20
911.,16,16
popularized,6,6
paired,15,15
noises,10,10
molecule,68,118
hearing,39,62
anti-psychotic,5,5
resists,5,5
warp,21,21
boxes,18,47
upright,8,8
virtually,28,28
bronchioles,11,11
radiograph,10,10
rings,7,7
shocked,7,8
twisted,11,12
treating,58,67
memes,31,37
broadly,6,6
quicker,32,39
inpatient,6,6
action,47,48
gina,5,5
partying,5,5
norcodeine,5,5
ignore,25,28
allergy,34,63
emerges,6,6
ignored,10,10
variations,18,18
lightweight,7,7
coughing,21,31
suppresses,6,6
strength,31,61
mutations,43,94
helpless,8,8
product,54,68
band,24,66
hosts,23,33
serving,30,31
refer,16,17
behaves,5,5
-,61,160
feelings,16,33
ear,6,6
methadone,5,5
aftershow,5,5
flooding,9,9
slowing,20,32
sound,102,133
detoxing,5,5
dependence,18,23
differences,14,19
dr.,47,136
benadryl,16,154
cleanses,5,5
‘,32,35
sap,7,7
nodding,5,5
straight,48,55
habitual,6,6
milliequivalents,4,4
75,36,57
sugary,14,14
adrenal,14,42
routine,14,14
lipo,19,19
binding,23,39
relaxation,27,49
accumulates,21,26
havoc,15,15
realizes,18,23
ripping,10,11
oxygen—,4,4
cry,37,43
traverses,4,4
switched,15,15
vp,5,133
reactivity,5,5
testosterone,18,116
count,50,68
banana,8,19
gunking,4,4
gland,13,13
glycyrrhizic,9,9
vaguely,6,8
virus,50,394
milliequivalent,4,4
lipophilic,25,45
ring,22,26
doubled,10,11
overactive,4,4
soreness,4,4
glands,15,40
fingernails,5,5
relate,4,4
normalize,26,26
tissues,68,83
sluggishly,4,4
shifts,22,22
viral,36,93
recreational,8,8
circulation,38,55
worsened,31,36
sizes,13,14
confuse,7,8
cardiac,34,52
distributing,6,6
fruit-flavored,4,4
construction,13,23
confirm,28,28
prognosis,9,9
cortisone,4,8
goals,14,15
electrically,7,13
physiologic,30,47
wonder,35,53
melt,8,8
similarly,36,36
shined,8,8
ultra-concentrated,4,4
flavored,12,16
attracted,9,9
licorice,9,71
glycyhhrizic,4,4
oranges,5,5
32,29,33
420,11,16
stimulus,19,23
bags,13,17
rushes,27,27
recirculates,4,4
labor,20,27
chained,9,24
resuscitated,31,36
worker,11,11
citrate,4,4
comfort,13,13
uneven,4,4
shared,17,18
widely,26,31
adrenal-ine,4,4
exchange,47,68
calf,15,35
discussed,9,9
hospitalization,23,23
nearby,33,33
collapses,35,35
aldosterone,5,32
kalium,15,15
cortisol,9,53
contracting,29,49
glycyrrhetinic,4,12
wrecks,5,5
messengers,9,9
estrogen,18,68
points,53,61
hangs,5,13
negatively,24,36
hanging,87,93
anti-inflammatory,6,6
initiate,13,13
31,26,27
arrest,20,37
kicked,21,29
philic,19,19
vials,5,9
kale,9,9
gasps,5,5
root,17,20
creeping,9,9
hepatitis,12,20
absent,26,39
46,11,12
melting,22,43
hopes,28,38
blooming,4,4
reports,73,75
2020.,21,32
lasts,15,15
benadrylchallenge,4,4
sees,31,34
stars,10,11
by.,4,4
cholinergic,12,36
wakefulness,13,19
glug,4,8
stretching,12,12
wobbling,5,5
infusion,26,34
suffers,19,23
toxicities,4,4
blurry,5,6
haha,21,27
regulation,6,10
recording,28,31
mediated,12,12
conserve,10,10
stabilizes,5,5
finals,4,4
acetylcholine,11,34
ceilings,6,6
histamine,18,116
ventilate,4,4
ruckus,4,4
coated,10,16
leaky,4,8
speakers,17,19
danced,5,6
foreign,52,85
cringe,6,7
rag,9,9
weekends,20,25
drum,5,5
haze,15,15
feed,40,47
allergic,39,76
emulsion,10,34
hallucination,4,4
summertime,8,8
inactivate,4,4
sleepy,10,10
observed,37,37
doll,6,6
layer,27,44
anticholinergic,17,25
nets,6,6
speeds,10,14
devoid,9,14
fog,12,16
hallucinate,4,4
deposits,25,25
bolus,18,22
freshman,12,14
water—,4,4
flowers,4,4
minute,96,145
arrives,44,45
brightest,4,4
refers,32,38
dullness,4,4
choline,4,8
lipophilicity,12,17
aid,10,12
sneeze,6,6
desert,20,31
twenty,32,42
fame,8,8
gang,5,5
reversed,11,11
im,16,27
pollen,12,12
classes,40,54
inotropy,11,11
diphenhydramine,17,107
music,78,169
interacting,7,7
minimally,4,4
scott,15,32
histidine,6,8
objects,15,16
breathes,15,15
#,22,29
intravenous,14,14
duration,11,11
anticonvulsant,11,11
drowsiness,5,5
nitrogen,34,57
branded,5,5
sequenced,13,13
fastest,14,20
bilipid,4,8
genome,16,41
lipid,21,31
convulsant,4,4
grinding,16,16
spring,25,45
hist,6,6
stuffed,13,13
thinks,40,45
dumping,5,5
chanting,4,4
lipophilicty,4,4
directed,17,17
allergens,11,24
sounds,99,140
international,59,115
pathogen,32,43
streptococcus,10,14
swallowing,10,15
abscesses,4,4
realm,6,6
leave,143,274
traversed,4,4
fishbone,4,8
ingesting,10,10
carrots,12,12
ridiculous,22,26
surgeon,22,34
abscess,4,24
love,116,203
drunk,39,67
colorectal,11,22
object,19,36
hepatosplenomegaly,4,12
shipped,13,13
superior,9,14
bouncing,5,5
changed,91,115
continent,14,17
repeat,41,62
extracted,13,13
wife,61,121
flown,9,10
toothpick,5,6
klebsiella,9,9
constellatus,4,8
affecting,32,32
salmon,15,39
're,205,1774
boys,34,68
've,150,458
cyst,7,11
vietnam,8,28
colleagues,37,51
sewed,4,4
served,24,28
mesenteric,4,8
noodle,13,13
tylenol,10,10
spleno,4,4
north,51,189
practice,44,49
thrombosis,14,18
enlarged,18,24
accreditation,4,4
hepato,4,8
suspicion,18,18
prominent,16,17
lymph,24,58
ibuprofen,15,19
pb,5,133
migrating,4,4
thailand,6,23
city,97,213
southeast,8,9
perforate,21,21
basketball,11,13
menu,5,5
enlargement,15,15
wo,56,88
travel,70,98
duodenum,4,8
surgeries,10,10
american,105,231
pathogens,17,23
mega,17,17
50s,8,8
curling,4,4
tonsils,5,5
appropriate,28,30
slim,6,6
request,12,14
countries,68,116
dentures,5,5
splenomegaly,4,4
throbbing,4,4
intact,13,14
unclear,10,10
pork,11,11
professor,17,26
recollection,16,22
community,57,69
ken,8,9
region,61,87
u.,23,30
thai,5,38
diameter,22,32
canned,20,25
institutions,13,18
pneumoniae,10,10
middle-aged,5,5
hoping,29,32
flagged,7,13
vaccinations,7,7
sinuses,4,4
stateside,4,4
coagulable,4,4
pierced,12,12
spanned,9,9
norwegian,9,12
endemic,4,4
zit,4,4
nodes,24,50
exposure,25,103
megaly,4,4
centimeter,6,6
reasons,84,98
academic,9,9
37,6,10
brittle,5,5
trips,16,16
game,133,607
chilly,7,7
exact,80,92
detectable,24,24
clips,5,5
recycles,10,10
pus,7,7
hospitalized,13,13
asia,22,35
suggestions,8,8
leaked,6,7
shade,12,18
installing,7,7
ten,72,123
mine,36,55
heatstroked,2,2
overclocked,2,4
wave,16,21
crushes,2,2
pops,12,13
fahrenheit,5,5
;,100,234
math,41,66
wealth,7,7
designed,51,67
leakage,2,2
engineering,35,49
grads,2,2
barrier,16,25
decrepit,2,2
impair,7,7
2012,13,17
woken,3,3
106,3,4
perforations,2,2
mining,6,17
denature,2,2
computers,19,51
heatwaves,2,2
minor,12,12
gags,12,12
necessarily,21,25
tachycardia,8,13
currency,14,37
tumbled,2,2
heatwave,2,2
coasts,4,5
sleeping,32,42
thickened,8,13
f,7,10
coin,8,31
controlling,5,5
presses,2,2
graduating,3,3
heatstroke,2,8
rigs,3,5
endo,2,2
nitric,14,25
scattered,6,6
graphics,9,18
project,26,36
cardia,17,17
recession,5,7
atrophied,6,18
tank,11,15
blood-brain,3,3
toxins,39,63
paper,47,76
infective,7,17
nitrogens,2,2
leaks,7,7
saturated,9,9
procrastinated,2,2
insults,2,2
midwestern,4,6
1c,2,2
miner,3,3
2011.,6,6
install,11,16
"10,000",19,26
allowing,72,83
toxicology,9,16
pizzas,5,6
bitcoins,2,6
shuts,10,16
generating,10,11
recent,56,62
ratio,16,24
2011,27,34
degrees,18,34
hung,12,13
motor,37,49
chicago,28,57
swells,7,8
overclock,2,2
ordinary,19,19
unravel,2,2
humidity,3,3
engineer,11,18
bailed,3,3
tired,35,48
fanciest,2,2
cw,2,58
stroked,7,7
opening,16,18
bowels,12,18
sew,3,3
x-ray,8,10
overexertion,2,2
coins,10,63
slouched,2,2
corrected,14,19
isch,8,8
raise,27,31
meaningful,3,3
perforated,8,8
accumulated,16,16
banks,12,27
41,6,6
laughs,4,4
43,4,4
furnace,4,4
sits,20,21
mined,2,2
slumped,7,7
concentrating,6,6
fly-over,2,2
fiat,2,2
creatinine,11,18
coating,3,3
cooled,8,8
starved,13,17
endotoxemia,2,2
dollars,80,173
units,17,46
filtered,18,18
transactions,5,5
humid,2,2
tox,2,2
freezing,7,9
calcified,3,3
homemade,16,19
social,53,88
divorced,7,7
snowglobes,3,3
acetate,20,21
ya,14,19
buys,5,6
fired,16,16
ethylene,8,65
alcohols,13,28
fifth,32,46
gap,13,34
slang,3,3
detail,19,27
future,61,110
twinkle,3,3
trick,19,20
foreseeable,3,3
metabolize,14,19
clearing,5,11
groups,42,57
breaths,18,18
glycoaldehyde,3,3
shotting,4,5
onto,70,85
glyoxylic,3,6
invader,5,5
glycolic,3,6
oxygens,8,8
ethanol,30,183
drown,4,5
centered,20,25
mellowed,3,3
glycol,8,83
snow,14,27
donates,8,8
hangovers,14,14
carbonic,9,15
anion,7,28
spiraled,3,3
equilibrium,24,35
evolved,32,40
neutral,8,14
anions,3,27
39,18,21
subtract,8,8
exist,51,73
winter,26,33
dancing,15,15
campaign,6,7
tachypnic,6,6
fermented,3,3
pre-occupied,3,3
engines,6,6
definition,35,42
voices,4,7
hardened,7,10
contractions,15,15
winning,11,18
commands,15,15
ph,37,47
glycolate,3,3
competitive,14,16
churning,6,6
conversion,28,41
calculate,12,12
elves,11,16
eliminates,4,4
glyoxylate,3,3
snowglobe,3,18
tiny,66,88
repeatedly,11,11
craft,7,11
casually,5,5
2004.,4,4
reversible,13,13
eliminate,28,37
animals,44,97
acetaldehyde,14,45
builds,39,49
headed,17,18
fruits,6,6
media,36,44
inhibition,9,13
exchanging,17,17
physiology,16,18
positively,10,10
contribute,24,30
breathed,13,19
begin,105,178
closing,15,20
sober,14,17
oxalic,3,6
preoccupied,9,9
curfew,3,3
interaction,19,20
ex-wife,3,3
globe,15,25
dries,5,5
relay,7,12
goal,33,44
cramming,6,6
hyperventilating,11,16
modest,8,8
nephrons,15,20
crashing,14,15
peritoneum,10,10
nighter,5,5
nighters,6,6
biology,19,23
internship,5,5
experiencing,31,31
halve,5,5
complained,41,47
grades,9,12
message,30,59
guy—,5,5
cloudy,7,7
wrestle,5,5
ruptures,15,15
temperatures,14,20
lift,26,47
cram,8,9
narrow,21,21
bear,27,40
miles,60,89
flighting,5,5
spills,27,33
amplifying,6,6
feels,73,118
swim,18,21
relays,5,5
track,34,39
coffea,5,5
messenger,17,19
plays,29,38
cleaning,5,10
gather,10,10
regenerate,16,16
noise,23,31
roasted,8,8
refreshed,5,5
offered,26,31
nephron,10,25
bold,7,8
twitchy,8,8
beta-blockers,5,5
semester,11,21
peritoneal,11,11
line,101,151
amplify,5,5
metabolite,10,10
urinates,5,5
insulators,5,10
strainer,10,20
grid,15,34
trapped,33,34
😳,5,5
non,22,22
weakens,11,11
arrests,10,11
beans,10,10
podcast,32,45
gunks,10,10
depressant,21,36
convulses,5,5
syndrome—,5,5
thank,215,424
racing,13,18
deforms,10,10
features,22,28
fracture,18,25
adapts,7,8
chain,35,48
insulate,10,15
discharges,5,5
grounded,12,12
sloughed,5,5
shifted,13,14
uremic,10,10
twine,5,5
retake,6,6
successfully,26,28
focused,26,29
laid,40,48
sodium-rich,10,10
written,61,75
unlocked,10,12
pleasant,7,7
vasopressin,10,10
pushes,21,21
remedies,9,9
occurred,24,30
vi,9,16
infusing,22,22
avail,6,6
hyponatremia,15,120
adh,5,5
unable,34,62
saline,26,26
sawdust,5,5
account,40,56
salivate,5,5
neutralized,5,5
visibly,15,15
balloon,24,24
anti-diuretic,10,25
hypoxia,23,29
rounder,5,5
ys,5,5
vomit,27,41
flushing,12,14
delirium,16,20
traders,10,11
trees,15,29
psychoactive,10,20
kick,21,28
badlandschugs,5,5
raised,28,34
thirstier,5,5
ball,22,38
distended,11,11
near,44,47
fumigated,5,5
german,30,44
digest.,5,5
literally,125,163
records,27,54
drifting,11,11
poisoned,26,27
emperor,9,12
islands,26,65
breakdowns,5,5
seizes,10,15
stimulates,11,13
sutures,10,10
gifts,15,15
phenyl-ethyl-amine,5,25
isotonic,20,25
9g,5,5
nutmegs,5,5
centuries,27,27
lobelius,5,5
western,64,70
gripped,10,10
expansion,32,39
suspicions,10,10
arabian,7,9
arrhythmia,5,5
secretion,15,16
obscure,11,11
solve,27,36
overwhelmingly,6,6
0,86,169
1576,5,5
grainy,6,6
tweaked,6,6
1300,6,6
stretched,6,11
easiest,26,27
herniated,10,10
bearing,13,14
regaining,11,11
``,70,357
swelled,15,15
draw,37,50
toxicologist,5,5
1195,5,5
toxidrome,8,17
deprivation,15,15
natre,15,15
rome,6,11
agitation,6,6
cactus,5,5
chemists,7,11
slur,16,16
imported,9,9
delirious,14,23
upon,76,87
hashtag,5,5
greece,12,24
opponents,6,6
'm,155,1717
flush,10,10
seizing,38,38
sandpaper,5,5
smurfs,5,5
soccer,7,7
yes.,5,5
streets,17,17
elemicin,5,10
scientists,45,82
europe,56,83
minty,5,5
henry,7,10
schools,16,18
roman,14,29
myristicin,5,25
skipped,7,7
nutmeg,6,136
myristica,5,5
book,64,122
flemish,6,8
hypertonic,10,10
freeze,8,9
retention,8,13
ancients,18,18
ocean,31,94
l,19,20
spice,12,62
funniest,5,5
aftertaste,5,5
roof,9,10
herniation,15,30
beet,5,5
diazepam,6,18
intractable,6,6
intubate,6,6
teams,13,14
ekg,10,10
french,42,106
viruses,32,92
choice,28,31
readout,6,6
twisting,11,11
medicinal,6,6
mixes,16,21
terminal,9,11
legitimate,23,25
hydroxychloroquine,6,36
colonists,7,8
cancel,14,15
aquarium,6,36
reset,12,19
proven,10,10
effective,33,36
unproven,6,12
tv,48,59
arm,33,88
1960,15,17
poorly,24,31
sync,15,15
derivatives,8,8
certainty,14,14
preferentially,23,29
risks,31,33
australia,44,91
qt,8,8
untreated,31,31
anti-anxiety,6,6
consent,7,19
excipients,6,6
fda,11,17
ventilation,30,35
patent,8,24
20th,26,30
hydroxy,6,18
bradycardia,10,16
experimented,7,7
violently,14,14
questionable,9,10
hyped,11,13
compressions,10,22
discovered,52,67
quinine,7,31
multiplicative,6,6
azithromycin,6,12
organelles,7,7
perform,25,39
mechanical,37,37
treatments,35,41
studies,38,80
erythromycin,6,6
operate,30,30
depositing,11,11
replication,8,8
dysrhythmia,7,8
monitor,39,53
chloroquine,6,180
impulse,6,6
epinephrine,26,45
protocol,14,14
kd,6,36
kal,6,6
fillers,6,6
coronaviruses,7,7
analogues,6,6
vacuole,6,6
experiments,29,38
fallacies,6,6
aminoquinoline,6,12
flag,21,31
outweigh,9,9
blockade,26,26
bark,7,34
prolongation,8,8
superinfection,6,6
lessen,7,7
medrxiv,6,6
bases,8,19
acidic,26,47
depth,9,9
posting,10,10
slightly,47,57
premature,10,10
hijack,7,7
lyse,6,6
prompted,21,22
cleaner,13,43
fibrillation,21,22
weakness,35,75
defibrillation,7,7
initial,43,48
approved,14,17
ventricles,6,6
antiviral,13,13
confidently,6,6
torsade,6,6
covid-19,14,19
ipfs,6,6
ventricular,7,13
picking,29,45
formulation,13,13
jd,18,396
april,19,30
lysosomes,6,12
80,41,57
overdose,29,48
lysosome,6,12
distributes,6,12
hype,12,13
native,16,19
brady,16,16
throws,8,8
cinchona,6,6
crosses,13,13
stake,9,9
drugs,49,107
oh,162,2722
european,34,57
30th,10,12
covid19,16,88
de,23,35
bi-lipid,6,6
dispose,6,6
valium,6,6
koi,6,12
pointes,6,6
rna,20,20
pharmaceutical,17,27
conduct,24,30
randomized,10,12
carbons,20,30
grew,22,27
prevention,20,20
mummies,22,27
claimed,20,24
cb,6,46
cords,7,9
sars-cov-2,11,11
demonstrated,8,8
role,30,32
toenail,5,10
touches,17,17
surfaces,16,29
jokes,70,102
quantity,27,27
consensus,10,10
ending,32,44
towel,6,6
variability,8,8
isopropyl,5,10
target,38,43
kills,33,47
formaldehyde,10,20
ase,5,5
anesthetics,5,5
rum,12,42
analogy,9,9
compounds,17,20
procedures,18,18
strip,11,12
watered,5,5
traditional,28,29
corona,5,5
lactase,7,16
dm,5,5
provided,25,29
assume,37,40
chlorite,5,5
propan,5,5
hydroxide,6,16
manufacturer,6,6
antimicrobial,5,10
strips,5,10
confidence,24,29
neither,36,37
ginger,6,16
methanoic,10,45
crown,26,69
concentrations,17,19
sars2,10,105
removal,27,27
elevating,5,5
allicin,5,5
maintained,9,9
narrowing,16,16
processed,20,54
hypochlorite,5,15
91,5,15
alertnotanxious,10,15
scar,23,29
prefix,11,22
metabolizing,25,25
numb,11,11
bonds,7,10
china,51,124
isopropanol,5,10
weakened,11,11
thoroughly,7,7
standards,15,18
hypochlorous,5,10
vivo,8,13
operating,20,27
proof,21,34
polish,9,20
iso,6,11
properties,7,8
embalm,16,16
cdc,13,18
blindness,11,26
windpipe,6,6
undergo,14,14
lopping,5,10
clip,8,15
complete,76,81
disinfect,5,40
propyl,5,5
metabolites,12,12
methan,5,5
dehydrogenase,10,45
falsely,6,6
disinfectants,5,5
inhalation,6,6
confident,7,9
vocal,11,11
iran,15,22
scars,6,6
rips,5,5
suppose,11,12
reliable,15,16
vodka,8,11
disinfects,5,10
garlic,9,49
overload,14,18
industrial,13,31
disinfecting,6,11
c.,22,133
chinese,41,93
butt,20,24
redness,10,11
disinfection,5,5
inner,33,57
zhejiang,5,5
describing,26,38
pretend,21,23
remover,5,10
nail,12,17
stripped,11,11
liquefies,5,5
overs,5,5
methanol,10,120
easier,60,75
distribution,10,10
confirming,15,20
manufacturers,9,9
directions,14,14
freed,7,10
infects,11,19
inhaled,5,5
curing,12,12
ethan,5,5
disinfectant,5,55
mixture,17,17
-caine,5,5
plausible,7,7
outweighed,5,5
drooling,6,6
bleach,5,75
outbreak,21,42
soap,6,16
province,7,8
acetone,5,30
minimal,44,44
overreact,5,5
clumping,6,11
plaque,15,45
tolerate,11,11
dst,5,5
waking,23,25
intervention,12,12
tightened,6,7
cascade,10,10
altering,17,17
mimic,17,22
cholesterols,5,5
editor,10,13
97,11,12
st-elevation,5,25
popping,14,14
societies,8,9
collagen,15,15
hardest,14,18
rehospitalized,5,5
camel,7,7
enacted,9,9
accumulating,31,42
mesh,5,5
artery,22,58
79,20,25
sunlight,7,13
disruptions,6,7
clocks,14,26
circadian,7,33
decreasing,25,40
20.,5,5
seals,8,9
infarction,11,32
jaw,5,10
engulfed,5,5
ere,5,5
arteries,23,52
overwhelming,14,14
fibrous,10,15
monday,19,27
resistant,30,31
h,20,26
modernly,5,5
decades,56,60
smoke,13,13
pci,6,12
wear,38,40
st,12,14
sympathetic,8,12
prefer,17,19
leads,68,101
collapsing,12,12
expressed,6,6
gross,29,30
dictated,9,9
wire,18,31
2-3,10,10
miss,48,61
impairs,11,11
disruption,16,21
workers,14,17
journal,24,25
farcire,5,5
overnights,5,5
sunset,6,12
all-nighters,5,5
grandkids,20,25
diabetic,27,40
seasonal,7,12
equinox,5,5
wrist,9,10
stent,5,10
majority,57,68
pro-inflammatory,5,5
internal,15,17
observing,5,5
derangements,17,22
rohin,7,9
elevation,6,6
autumn,5,5
sweden,11,16
preexisting,5,5
daylight,8,39
widen,5,5
myocardial,7,17
hook,15,17
latitude,7,7
degraded,5,10
diligence,6,6
hyperlipidemia,5,5
draws,22,27
downstairs,12,12
seasons,7,7
saving,26,48
2006,15,18
owls,5,5
arbitrary,13,15
hemisphere,8,11
necrotic,11,16
adapting,11,11
asthma,19,19
hearts,13,15
significantly,21,21
sunday,22,32
site,84,155
behaviors,8,8
2am,5,5
45,30,32
cap,9,14
generation,21,37
vessel,34,70
adjustment,5,10
ecg,8,25
straw,5,5
baby,99,347
65,19,19
reviewing,6,6
ties,7,7
prior,39,39
screens,12,12
michigan,11,21
inflicts,5,5
england,41,65
northern,22,28
percutaneous,5,5
formation,18,19
demographic,13,13
sunrise,7,8
depriving,5,5
disrupt,7,7
reperfusion,5,5
engulf,5,10
frighten,5,5
1987,12,13
cardiovascular,18,19
letter,24,31
hypothesis,15,16
yearly,13,14
disrupts,22,22
enables,10,10
coronary,6,36
10pm,6,6
pooling,16,16
disoriented,16,21
cath,5,5
francis,10,11
chambers,10,10
unknowingly,30,30
wolf,7,7
aids,20,64
2003.,7,7
testing,29,31
method,25,30
public,63,106
demand,41,57
scenario,13,14
droplets,10,18
zt,5,50
knock,19,19
washington,18,27
2019.,5,10
1981,8,8
wuhan,5,25
11:13pm,5,5
depends,28,29
insist,7,7
rushed,10,15
fatigue,12,12
8:47pm,5,5
lowers,8,8
announced,16,22
improved,7,7
sedation,16,16
playlist,5,5
ventilator,6,6
sicker,5,5
converting,12,12
dictates,7,7
smoker,5,5
trigger,34,61
bm,5,80
61,5,5
confuses,10,10
tubers,5,5
older,42,73
grain,6,8
co-infection,5,10
official,32,41
prone,9,9
dealt,19,19
instinctively,5,5
histories,6,6
12:45,5,5
